PACKAGE,Farmer_number,SEX,MS,EDU,FARMER.TYPE,Coordite,COMMUNITY.ME,LGA,SETORIAL.ZONE,STATE,geno_Trait,Trait
Package#155,75,F,Married ,WACE,Producer/Processor, 5'3721.912N 7'1925.88E,Umuezegwu,Ihite Uboma,Okigwe,Imo,IITA-TMS-IBA000070,Worst_EaseP12
Package#82,2,F,Married,SSCE,Producer/Processor,5'410199N 7'015258E,Ihiagwa,Owerri North,Owerri,Imo,IITA-TMS-IBA000070,Best_HvOvi12
Package#140,60,F,Married,NCE,, 5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,IITA-TMS-IBA000070,Best_HvOvi12
Package#151,71,M,Widower,HND,Producer/Processor,5'626191N 7'307245E,Umuezegwu,Ihite Uboma,Okigwe,Imo,IITA-TMS-IBA000070,Best_HvOvi12
Package#94,14,F,Married,NCE,,5'5730476N7'0315259E,Umuawara Ubommiri,Mbaitolu,Owerri,Imo,IITA-TMS-IBA000070,Worst_HvOvi12
Package#109,29,F,Married,NCE,Producer/Processor,5'3653575N 7'0860995E,Imerienwe,Ngor Okpala,Owerri,Imo,IITA-TMS-IBA000070,Worst_HvOvi12
Package#120,39,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,IITA-TMS-IBA000070,Worst_HvOvi12
Package#155,75,F,Married ,WACE,Producer/Processor, 5'3721.912N 7'1925.88E,Umuezegwu,Ihite Uboma,Okigwe,Imo,IITA-TMS-IBA000070,Worst_HvOvi12
Package#82,2,F,Married,SSCE,Producer/Processor,5'410199N 7'015258E,Ihiagwa,Owerri North,Owerri,Imo,IITA-TMS-IBA000070,Best_GarEaseP12
Package#94,14,F,Married,NCE,,5'5730476N7'0315259E,Umuawara Ubommiri,Mbaitolu,Owerri,Imo,IITA-TMS-IBA000070,Best_GarEaseP12
Package#120,39,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,IITA-TMS-IBA000070,Best_GarEaseP12
Package#132,52,F,Married,OND,, 5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,IITA-TMS-IBA000070,Best_GarEaseP12
Package#140,60,F,Married,NCE,, 5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,IITA-TMS-IBA000070,Best_GarEaseP12
Package#151,71,M,Widower,HND,Producer/Processor,5'626191N 7'307245E,Umuezegwu,Ihite Uboma,Okigwe,Imo,IITA-TMS-IBA000070,Best_GarEaseP12
Package#109,29,F,Married,NCE,Producer/Processor,5'3653575N 7'0860995E,Imerienwe,Ngor Okpala,Owerri,Imo,IITA-TMS-IBA000070,Worst_GarEaseP12
Package#114,33,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,IITA-TMS-IBA000070,Worst_GarEaseP12
Package#155,75,F,Married ,WACE,Producer/Processor, 5'3721.912N 7'1925.88E,Umuezegwu,Ihite Uboma,Okigwe,Imo,IITA-TMS-IBA000070,Worst_GarEaseP12
Package#114,33,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,IITA-TMS-IBA000070,Best_Garmash12
Package#120,39,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,IITA-TMS-IBA000070,Best_Garmash12
Package#151,71,M,Widower,HND,Producer/Processor,5'626191N 7'307245E,Umuezegwu,Ihite Uboma,Okigwe,Imo,IITA-TMS-IBA000070,Best_Garmash12
Package#109,29,F,Married,NCE,Producer/Processor,5'3653575N 7'0860995E,Imerienwe,Ngor Okpala,Owerri,Imo,IITA-TMS-IBA000070,Worst_Garmash12
Package#82,2,F,Married,SSCE,Producer/Processor,5'410199N 7'015258E,Ihiagwa,Owerri North,Owerri,Imo,IITA-TMS-IBA000070,Worst_Waterelz12
Package#109,29,F,Married,NCE,Producer/Processor,5'3653575N 7'0860995E,Imerienwe,Ngor Okpala,Owerri,Imo,IITA-TMS-IBA000070,Worst_Waterelz12
Package#114,33,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,IITA-TMS-IBA000070,Worst_Waterelz12
Package#120,39,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,IITA-TMS-IBA000070,Worst_Waterelz12
Package#140,60,F,Married,NCE,, 5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,IITA-TMS-IBA000070,Worst_Waterelz12
Package#151,71,M,Widower,HND,Producer/Processor,5'626191N 7'307245E,Umuezegwu,Ihite Uboma,Okigwe,Imo,IITA-TMS-IBA000070,Worst_Waterelz12
Package#82,2,F,Married,SSCE,Producer/Processor,5'410199N 7'015258E,Ihiagwa,Owerri North,Owerri,Imo,IITA-TMS-IBA000070,Best_SwellMash12
Package#94,14,F,Married,NCE,,5'5730476N7'0315259E,Umuawara Ubommiri,Mbaitolu,Owerri,Imo,IITA-TMS-IBA000070,Best_SwellMash12
Package#120,39,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,IITA-TMS-IBA000070,Best_SwellMash12
Package#140,60,F,Married,NCE,, 5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,IITA-TMS-IBA000070,Best_SwellMash12
Package#109,29,F,Married,NCE,Producer/Processor,5'3653575N 7'0860995E,Imerienwe,Ngor Okpala,Owerri,Imo,IITA-TMS-IBA000070,Worst_SwellMash12
Package#114,33,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,IITA-TMS-IBA000070,Worst_SwellMash12
Package#151,71,M,Widower,HND,Producer/Processor,5'626191N 7'307245E,Umuezegwu,Ihite Uboma,Okigwe,Imo,IITA-TMS-IBA000070,Worst_SwellMash12
Package#82,2,F,Married,SSCE,Producer/Processor,5'410199N 7'015258E,Ihiagwa,Owerri North,Owerri,Imo,IITA-TMS-IBA000070,Best_Gayield12
Package#94,14,F,Married,NCE,,5'5730476N7'0315259E,Umuawara Ubommiri,Mbaitolu,Owerri,Imo,IITA-TMS-IBA000070,Best_Gayield12
Package#114,33,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,IITA-TMS-IBA000070,Best_Gayield12
Package#120,39,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,IITA-TMS-IBA000070,Best_Gayield12
Package#132,52,F,Married,OND,, 5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,IITA-TMS-IBA000070,Best_Gayield12
Package#140,60,F,Married,NCE,, 5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,IITA-TMS-IBA000070,Best_Gayield12
Package#109,29,F,Married,NCE,Producer/Processor,5'3653575N 7'0860995E,Imerienwe,Ngor Okpala,Owerri,Imo,IITA-TMS-IBA000070,Worst_Gayield12
Package#151,71,M,Widower,HND,Producer/Processor,5'626191N 7'307245E,Umuezegwu,Ihite Uboma,Okigwe,Imo,IITA-TMS-IBA000070,Worst_Gayield12
Package#82,2,F,Married,SSCE,Producer/Processor,5'410199N 7'015258E,Ihiagwa,Owerri North,Owerri,Imo,IITA-TMS-IBA000070,Best_GapOvi12
Package#94,14,F,Married,NCE,,5'5730476N7'0315259E,Umuawara Ubommiri,Mbaitolu,Owerri,Imo,IITA-TMS-IBA000070,Best_GapOvi12
Package#114,33,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,IITA-TMS-IBA000070,Best_GapOvi12
Package#120,39,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,IITA-TMS-IBA000070,Best_GapOvi12
Package#109,29,F,Married,NCE,Producer/Processor,5'3653575N 7'0860995E,Imerienwe,Ngor Okpala,Owerri,Imo,IITA-TMS-IBA000070,Worst_GapOvi12
Package#151,71,M,Widower,HND,Producer/Processor,5'626191N 7'307245E,Umuezegwu,Ihite Uboma,Okigwe,Imo,IITA-TMS-IBA000070,Worst_GapOvi12
Package#94,14,F,Married,NCE,,5'5730476N7'0315259E,Umuawara Ubommiri,Mbaitolu,Owerri,Imo,IITA-TMS-IBA000070,Best_GaqDry12
Package#109,29,F,Married,NCE,Producer/Processor,5'3653575N 7'0860995E,Imerienwe,Ngor Okpala,Owerri,Imo,IITA-TMS-IBA000070,Best_GaqDry12
Package#114,33,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,IITA-TMS-IBA000070,Best_GaqDry12
Package#140,60,F,Married,NCE,, 5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,IITA-TMS-IBA000070,Best_GaqDry12
Package#82,2,F,Married,SSCE,Producer/Processor,5'410199N 7'015258E,Ihiagwa,Owerri North,Owerri,Imo,IITA-TMS-IBA000070,Worst_GaqDry12
Package#151,71,M,Widower,HND,Producer/Processor,5'626191N 7'307245E,Umuezegwu,Ihite Uboma,Okigwe,Imo,IITA-TMS-IBA000070,Worst_GaqDry12
Package#109,29,F,Married,NCE,Producer/Processor,5'3653575N 7'0860995E,Imerienwe,Ngor Okpala,Owerri,Imo,IITA-TMS-IBA000070,Best_GaColour12
Package#114,33,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,IITA-TMS-IBA000070,Best_GaColour12
Package#132,52,F,Married,OND,, 5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,IITA-TMS-IBA000070,Best_GaColour12
Package#151,71,M,Widower,HND,Producer/Processor,5'626191N 7'307245E,Umuezegwu,Ihite Uboma,Okigwe,Imo,IITA-TMS-IBA000070,Worst_GaqColour12
Package#114,33,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,IITA-TMS-IBA000070,Best_GaqHeavy12
Package#120,39,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,IITA-TMS-IBA000070,Best_GaqHeavy12
Package#151,71,M,Widower,HND,Producer/Processor,5'626191N 7'307245E,Umuezegwu,Ihite Uboma,Okigwe,Imo,IITA-TMS-IBA000070,Best_GaqHeavy12
Package#109,29,F,Married,NCE,Producer/Processor,5'3653575N 7'0860995E,Imerienwe,Ngor Okpala,Owerri,Imo,IITA-TMS-IBA000070,Worst_GaqHeavy12
Package#94,14,F,Married,NCE,,5'5730476N7'0315259E,Umuawara Ubommiri,Mbaitolu,Owerri,Imo,IITA-TMS-IBA000070,Best_Gaqsmooth12
Package#140,60,F,Married,NCE,, 5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,IITA-TMS-IBA000070,Best_Gaqsmooth12
Package#151,71,M,Widower,HND,Producer/Processor,5'626191N 7'307245E,Umuezegwu,Ihite Uboma,Okigwe,Imo,IITA-TMS-IBA000070,Worth_Gaqsmooth12
Package#94,14,F,Married,NCE,,5'5730476N7'0315259E,Umuawara Ubommiri,Mbaitolu,Owerri,Imo,IITA-TMS-IBA000070,Best_GaqTaste12
Package#109,29,F,Married,NCE,Producer/Processor,5'3653575N 7'0860995E,Imerienwe,Ngor Okpala,Owerri,Imo,IITA-TMS-IBA000070,Best_GaqTaste12
Package#120,39,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,IITA-TMS-IBA000070,Best_GaqTaste12
Package#140,60,F,Married,NCE,, 5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,IITA-TMS-IBA000070,Best_GaqTaste12
Package#114,33,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,IITA-TMS-IBA000070,Worst_GaqTaste12
Package#151,71,M,Widower,HND,Producer/Processor,5'626191N 7'307245E,Umuezegwu,Ihite Uboma,Okigwe,Imo,IITA-TMS-IBA000070,Worst_GaqTaste12
Package#94,14,F,Married,NCE,,5'5730476N7'0315259E,Umuawara Ubommiri,Mbaitolu,Owerri,Imo,IITA-TMS-IBA000070,Best_Gaqwoodyfil12
Package#109,29,F,Married,NCE,Producer/Processor,5'3653575N 7'0860995E,Imerienwe,Ngor Okpala,Owerri,Imo,IITA-TMS-IBA000070,Best_Gaqwoodyfil12
Package#114,33,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,IITA-TMS-IBA000070,Best_Gaqwoodyfil12
Package#140,60,F,Married,NCE,, 5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,IITA-TMS-IBA000070,Best_Gaqwoodyfil12
Package#151,71,M,Widower,HND,Producer/Processor,5'626191N 7'307245E,Umuezegwu,Ihite Uboma,Okigwe,Imo,IITA-TMS-IBA000070,Worst_Gaqwoodyfil12
Package#94,14,F,Married,NCE,,5'5730476N7'0315259E,Umuawara Ubommiri,Mbaitolu,Owerri,Imo,IITA-TMS-IBA000070,Best_GaqOvi12
Package#109,29,F,Married,NCE,Producer/Processor,5'3653575N 7'0860995E,Imerienwe,Ngor Okpala,Owerri,Imo,IITA-TMS-IBA000070,Best_GaqOvi12
Package#114,33,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,IITA-TMS-IBA000070,Best_GaqOvi12
Package#120,39,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,IITA-TMS-IBA000070,Best_GaqOvi12
Package#140,60,F,Married,NCE,, 5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,IITA-TMS-IBA000070,Best_GaqOvi12
Package#151,71,M,Widower,HND,Producer/Processor,5'626191N 7'307245E,Umuezegwu,Ihite Uboma,Okigwe,Imo,IITA-TMS-IBA000070,Worst_GaqOvi12
Package#109,29,F,Married,NCE,Producer/Processor,5'3653575N 7'0860995E,Imerienwe,Ngor Okpala,Owerri,Imo,IITA-TMS-IBA000070,Best_EbaMould12
Package#140,60,F,Married,NCE,, 5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,IITA-TMS-IBA000070,Best_EbaMould12
Package#151,71,M,Widower,HND,Producer/Processor,5'626191N 7'307245E,Umuezegwu,Ihite Uboma,Okigwe,Imo,IITA-TMS-IBA000070,Best_EbaMould12
Package#82,2,F,Married,SSCE,Producer/Processor,5'410199N 7'015258E,Ihiagwa,Owerri North,Owerri,Imo,IITA-TMS-IBA000070,Worst_EbaMould12
Package#114,33,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,IITA-TMS-IBA000070,Worst_EbaMould12
Package#132,52,F,Married,OND,, 5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,IITA-TMS-IBA000070,Worst_EbaMould12
Package#109,29,F,Married,NCE,Producer/Processor,5'3653575N 7'0860995E,Imerienwe,Ngor Okpala,Owerri,Imo,IITA-TMS-IBA000070,Best_EbaSoft12
Package#120,39,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,IITA-TMS-IBA000070,Best_EbaSoft12
Package#132,52,F,Married,OND,, 5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,IITA-TMS-IBA000070,Best_EbaSoft12
Package#151,71,M,Widower,HND,Producer/Processor,5'626191N 7'307245E,Umuezegwu,Ihite Uboma,Okigwe,Imo,IITA-TMS-IBA000070,Best_EbaSoft12
Package#94,14,F,Married,NCE,,5'5730476N7'0315259E,Umuawara Ubommiri,Mbaitolu,Owerri,Imo,IITA-TMS-IBA000070,Worst_EbaSoft12
Package#114,33,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,IITA-TMS-IBA000070,Worst_EbaSoft12
Package#132,52,F,Married,OND,, 5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,IITA-TMS-IBA000070,Best_EbaDraw12
Package#151,71,M,Widower,HND,Producer/Processor,5'626191N 7'307245E,Umuezegwu,Ihite Uboma,Okigwe,Imo,IITA-TMS-IBA000070,Best_EbaDraw12
Package#155,75,F,Married ,WACE,Producer/Processor, 5'3721.912N 7'1925.88E,Umuezegwu,Ihite Uboma,Okigwe,Imo,IITA-TMS-IBA000070,Best_EbaDraw12
Package#94,14,F,Married,NCE,,5'5730476N7'0315259E,Umuawara Ubommiri,Mbaitolu,Owerri,Imo,IITA-TMS-IBA000070,Worst_EbaDraw12
Package#109,29,F,Married,NCE,Producer/Processor,5'3653575N 7'0860995E,Imerienwe,Ngor Okpala,Owerri,Imo,IITA-TMS-IBA000070,Best_EbaSmooth12
Package#114,33,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,IITA-TMS-IBA000070,Best_EbaSmooth12
Package#120,39,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,IITA-TMS-IBA000070,Best_EbaSmooth12
Package#140,60,F,Married,NCE,, 5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,IITA-TMS-IBA000070,Best_EbaSmooth12
Package#151,71,M,Widower,HND,Producer/Processor,5'626191N 7'307245E,Umuezegwu,Ihite Uboma,Okigwe,Imo,IITA-TMS-IBA000070,Best_EbaSmooth12
Package#155,75,F,Married ,WACE,Producer/Processor, 5'3721.912N 7'1925.88E,Umuezegwu,Ihite Uboma,Okigwe,Imo,IITA-TMS-IBA000070,Best_EbaSmooth12
Package#94,14,F,Married,NCE,,5'5730476N7'0315259E,Umuawara Ubommiri,Mbaitolu,Owerri,Imo,IITA-TMS-IBA000070,Worst_EbaSmooth12
Package#109,29,F,Married,NCE,Producer/Processor,5'3653575N 7'0860995E,Imerienwe,Ngor Okpala,Owerri,Imo,IITA-TMS-IBA000070,Best_Ebacolour12
Package#114,33,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,IITA-TMS-IBA000070,Best_Ebacolour12
Package#132,52,F,Married,OND,, 5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,IITA-TMS-IBA000070,Best_Ebacolour12
Package#140,60,F,Married,NCE,, 5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,IITA-TMS-IBA000070,Best_Ebacolour12
Package#155,75,F,Married ,WACE,Producer/Processor, 5'3721.912N 7'1925.88E,Umuezegwu,Ihite Uboma,Okigwe,Imo,IITA-TMS-IBA000070,Best_Ebacolour12
Package#94,14,F,Married,NCE,,5'5730476N7'0315259E,Umuawara Ubommiri,Mbaitolu,Owerri,Imo,IITA-TMS-IBA000070,Worst_Ebacolour12
Package#151,71,M,Widower,HND,Producer/Processor,5'626191N 7'307245E,Umuezegwu,Ihite Uboma,Okigwe,Imo,IITA-TMS-IBA000070,Worst_Ebacolour12
Package#114,33,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,IITA-TMS-IBA000070,Best_EbaNstick12
Package#120,39,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,IITA-TMS-IBA000070,Best_EbaNstick12
Package#140,60,F,Married,NCE,, 5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,IITA-TMS-IBA000070,Best_EbaNstick12
Package#94,14,F,Married,NCE,,5'5730476N7'0315259E,Umuawara Ubommiri,Mbaitolu,Owerri,Imo,IITA-TMS-IBA000070,Worst_EbaNstick12
Package#151,71,M,Widower,HND,Producer/Processor,5'626191N 7'307245E,Umuezegwu,Ihite Uboma,Okigwe,Imo,IITA-TMS-IBA000070,Worst_EbaNstick12
Package#109,29,F,Married,NCE,Producer/Processor,5'3653575N 7'0860995E,Imerienwe,Ngor Okpala,Owerri,Imo,IITA-TMS-IBA000070,Best_Ebaswell12
Package#114,33,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,IITA-TMS-IBA000070,Best_Ebaswell12
Package#120,39,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,IITA-TMS-IBA000070,Best_Ebaswell12
Package#140,60,F,Married,NCE,, 5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,IITA-TMS-IBA000070,Best_Ebaswell12
Package#94,14,F,Married,NCE,,5'5730476N7'0315259E,Umuawara Ubommiri,Mbaitolu,Owerri,Imo,IITA-TMS-IBA000070,Worst_Ebaswell12
Package#155,75,F,Married ,WACE,Producer/Processor, 5'3721.912N 7'1925.88E,Umuezegwu,Ihite Uboma,Okigwe,Imo,IITA-TMS-IBA000070,Worst_Ebaswell12
Package#82,2,F,Married,SSCE,Producer/Processor,5'410199N 7'015258E,Ihiagwa,Owerri North,Owerri,Imo,IITA-TMS-IBA000070,Best_EbaTaste12
Package#109,29,F,Married,NCE,Producer/Processor,5'3653575N 7'0860995E,Imerienwe,Ngor Okpala,Owerri,Imo,IITA-TMS-IBA000070,Best_EbaTaste12
Package#114,33,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,IITA-TMS-IBA000070,Best_EbaTaste12
Package#120,39,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,IITA-TMS-IBA000070,Best_EbaTaste12
Package#132,52,F,Married,OND,, 5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,IITA-TMS-IBA000070,Best_EbaTaste12
Package#140,60,F,Married,NCE,, 5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,IITA-TMS-IBA000070,Best_EbaTaste12
Package#151,71,M,Widower,HND,Producer/Processor,5'626191N 7'307245E,Umuezegwu,Ihite Uboma,Okigwe,Imo,IITA-TMS-IBA000070,Best_EbaTaste12
Package#94,14,F,Married,NCE,,5'5730476N7'0315259E,Umuawara Ubommiri,Mbaitolu,Owerri,Imo,IITA-TMS-IBA000070,Worst_EbaTaste12
Package#114,33,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,IITA-TMS-IBA000070,Best_EbaOvi12
Package#120,39,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,IITA-TMS-IBA000070,Best_EbaOvi12
Package#132,52,F,Married,OND,, 5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,IITA-TMS-IBA000070,Best_EbaOvi12
Package#140,60,F,Married,NCE,, 5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,IITA-TMS-IBA000070,Best_EbaOvi12
Package#151,71,M,Widower,HND,Producer/Processor,5'626191N 7'307245E,Umuezegwu,Ihite Uboma,Okigwe,Imo,IITA-TMS-IBA000070,Best_EbaOvi12
Package#155,75,F,Married ,WACE,Producer/Processor, 5'3721.912N 7'1925.88E,Umuezegwu,Ihite Uboma,Okigwe,Imo,IITA-TMS-IBA000070,Best_EbaOvi12
Package#94,14,F,Married,NCE,,5'5730476N7'0315259E,Umuawara Ubommiri,Mbaitolu,Owerri,Imo,IITA-TMS-IBA000070,Worst_EbaOvi12
Package#120,39,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,IITA-TMS-IBA000070,Best_EbaAFMould12
Package#132,52,F,Married,OND,, 5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,IITA-TMS-IBA000070,Best_EbaAFMould12
Package#151,71,M,Widower,HND,Producer/Processor,5'626191N 7'307245E,Umuezegwu,Ihite Uboma,Okigwe,Imo,IITA-TMS-IBA000070,Best_EbaAFMould12
Package#155,75,F,Married ,WACE,Producer/Processor, 5'3721.912N 7'1925.88E,Umuezegwu,Ihite Uboma,Okigwe,Imo,IITA-TMS-IBA000070,Best_EbaAFMould12
Package#82,2,F,Married,SSCE,Producer/Processor,5'410199N 7'015258E,Ihiagwa,Owerri North,Owerri,Imo,IITA-TMS-IBA000070,Worst_EbaAFMould12
Package#109,29,F,Married,NCE,Producer/Processor,5'3653575N 7'0860995E,Imerienwe,Ngor Okpala,Owerri,Imo,IITA-TMS-IBA000070,Worst_EbaAFMould12
Package#82,2,F,Married,SSCE,Producer/Processor,5'410199N 7'015258E,Ihiagwa,Owerri North,Owerri,Imo,IITA-TMS-IBA000070,Best_EbaAFSoftness12
Package#114,33,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,IITA-TMS-IBA000070,Best_EbaAFSoftness12
Package#132,52,F,Married,OND,, 5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,IITA-TMS-IBA000070,Best_EbaAFSoftness12
Package#140,60,F,Married,NCE,, 5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,IITA-TMS-IBA000070,Best_EbaAFSoftness12
Package#151,71,M,Widower,HND,Producer/Processor,5'626191N 7'307245E,Umuezegwu,Ihite Uboma,Okigwe,Imo,IITA-TMS-IBA000070,Best_EbaAFSoftness12
Package#155,75,F,Married ,WACE,Producer/Processor, 5'3721.912N 7'1925.88E,Umuezegwu,Ihite Uboma,Okigwe,Imo,IITA-TMS-IBA000070,Best_EbaAFSoftness12
Package#109,29,F,Married,NCE,Producer/Processor,5'3653575N 7'0860995E,Imerienwe,Ngor Okpala,Owerri,Imo,IITA-TMS-IBA000070,Worst_EbaAFSoftness12
Package#120,39,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,IITA-TMS-IBA000070,Worst_EbaAFSoftness12
Package#114,33,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,IITA-TMS-IBA000070,Best_EbaAFDraw12
Package#120,39,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,IITA-TMS-IBA000070,Best_EbaAFDraw12
Package#132,52,F,Married,OND,, 5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,IITA-TMS-IBA000070,Best_EbaAFDraw12
Package#140,60,F,Married,NCE,, 5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,IITA-TMS-IBA000070,Best_EbaAFDraw12
Package#82,2,F,Married,SSCE,Producer/Processor,5'410199N 7'015258E,Ihiagwa,Owerri North,Owerri,Imo,IITA-TMS-IBA000070,Worst_EbaAFDraw12
Package#109,29,F,Married,NCE,Producer/Processor,5'3653575N 7'0860995E,Imerienwe,Ngor Okpala,Owerri,Imo,IITA-TMS-IBA000070,Worst_EbaAFDraw12
Package#151,71,M,Widower,HND,Producer/Processor,5'626191N 7'307245E,Umuezegwu,Ihite Uboma,Okigwe,Imo,IITA-TMS-IBA000070,Worst_EbaAFDraw12
Package#94,14,F,Married,NCE,,5'5730476N7'0315259E,Umuawara Ubommiri,Mbaitolu,Owerri,Imo,IITA-TMS-IBA000070,Best_EbaAFSmooth12
Package#114,33,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,IITA-TMS-IBA000070,Best_EbaAFSmooth12
Package#132,52,F,Married,OND,, 5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,IITA-TMS-IBA000070,Best_EbaAFSmooth12
Package#140,60,F,Married,NCE,, 5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,IITA-TMS-IBA000070,Best_EbaAFSmooth12
Package#151,71,M,Widower,HND,Producer/Processor,5'626191N 7'307245E,Umuezegwu,Ihite Uboma,Okigwe,Imo,IITA-TMS-IBA000070,Best_EbaAFSmooth12
